Date,Month,Outlet ID,Outlet Name,City,Country,Terminal Type,Service,Product,Partner,Free PAX,Paid PAX,Total PAX,Unit Selling Price,Unit Cost,Currency,Total Revenue,Total Cost,Total Margin,Has Issue,Debug Reason
"2026-01-17","Jan 2026","738127437547","Plaza Premium Lounge","Hong Kong","China","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,23.9500,54.0000,"USD",23.9500,54.0000,-30.0500,"No",""
"2026-01-17","Jan 2026","743294197016","Travel Club Lounge","Kota Kinabalu","Malaysia","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,56.1841,"USD",50.0000,56.1841,-6.1841,"No",""
"2026-01-17","Jan 2026","745668571691","Club S.e.a. Sala Montale","Milan","Italy","International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,72.9790,"USD",100.0000,145.9579,-45.9579,"No",""
"2026-01-17","Jan 2026","756856187985","Juneyao Air No 72 VIP Lounge","Shanghai","China","International","Global Lounge","Global Lounge","ETT",4.0000,0.0000,4.0000,50.0000,53.0000,"USD",200.0000,212.0000,-12.0000,"No",""
"2026-01-17","Jan 2026","762211912212","SH Premium Lounge Ha Noi","Hanoi","Vietnam","International","Global Lounge","Global Lounge","ICICI",2.0000,0.0000,2.0000,28.1500,55.0000,"USD",56.3000,110.0000,-53.7000,"No",""
"2026-01-17","Jan 2026","762211912212","SH Premium Lounge Ha Noi","Hanoi","Vietnam","International","Global Lounge","Global Lounge","IDFC Bank",2.0000,0.0000,2.0000,36.0000,55.0000,"USD",72.0000,110.0000,-38.0000,"No",""
"2026-01-17","Jan 2026","762211912212","SH Premium Lounge Ha Noi","Hanoi","Vietnam","International","Global Lounge","Global Lounge","SBI",2.0000,1.0000,3.0000,34.0000,55.0000,"USD",102.0000,165.0000,-63.0000,"No",""
"2026-01-17","Jan 2026","769718461414","VIP Lounge 120","Shanghai","China","Domestic","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,56.3188,"USD",100.0000,112.6377,-12.6377,"No",""
"2026-01-17","Jan 2026","774694890470","SATS Premier Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,62.7979,"USD",28.1500,62.7979,-34.6479,"No",""
"2026-01-17","Jan 2026","777817360142","Primeclass Lounge Con E","Frankfurt","Germany","International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,69.0453,"USD",100.0000,138.0906,-38.0906,"No",""
"2026-01-17","Jan 2026","777817360142","Primeclass Lounge Con E","Frankfurt","Germany","International","Global Lounge","Global Lounge","ICICI",3.0000,0.0000,3.0000,29.2000,69.0453,"USD",87.6000,207.1360,-119.5360,"No",""
"2026-01-17","Jan 2026","788798990821","Sala Puerta De Alcala Lounge","Madrid","Spain","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,75.1672,"USD",50.0000,75.1672,-25.1672,"No",""
"2026-01-17","Jan 2026","791214710232","Matina Lounge","Seoul","South Korea","International","Global Lounge","Global Lounge","LoungePair",2.0000,0.0000,2.0000,79.0000,51.0000,"USD",158.0000,102.0000,56.0000,"No",""
"2026-01-17","Jan 2026","794484919529","Sala VIP Miro","Barcelona","Spain","International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,78.7299,"USD",100.0000,157.4597,-57.4597,"No",""
"2026-01-17","Jan 2026","795081615606","N Sky Hub Lounge","Busan","South Korea","International","Global Lounge","Global Lounge","ETT",3.0000,0.0000,3.0000,50.0000,52.0000,"USD",150.0000,156.0000,-6.0000,"No",""
"2026-01-17","Jan 2026","806115848214","Al Mubarakiya Lounge","Farwaniya","Kuwait","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,32.3500,59.4076,"USD",32.3500,59.4076,-27.0576,"No",""
"2026-01-17","Jan 2026","814228801121","The Sens Leisure Lounge","Kien Giang","Vietnam","International","Global Lounge","Global Lounge","ETT",10.0000,0.0000,10.0000,50.0000,50.7600,"USD",500.0000,507.6000,-7.6000,"No",""
"2026-01-17","Jan 2026","816839087929","080 International T2 Departure","Bengaluru","India","International","Domestic Lounge","Domestic Lounge","Hettich",1.0000,0.0000,1.0000,2500.0000,2120.0000,"INR",2500.0000,2120.0000,380.0000,"No",""
"2026-01-17","Jan 2026","817235454536","Marhaba Lounge","Geneva","Switzerland","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,59.3100,"USD",50.0000,59.3100,-9.3100,"No",""
"2026-01-17","Jan 2026","817867641145","Premium Lounge","Vadodara","India","Domestic","Domestic Lounge","Domestic Lounge","AVIS",2.0000,0.0000,2.0000,,500.0000,"INR",,1000.0000,,"Yes","Unknown partner — no master rate"
"2026-01-17","Jan 2026","817867641145","Premium Lounge","Vadodara","India","Domestic","Domestic Lounge","Domestic Lounge","Scapia",3.0000,0.0000,3.0000,800.0000,500.0000,"INR",2400.0000,1500.0000,900.0000,"No",""
"2026-01-17","Jan 2026","818391120111","SH Premium Lounge Lien Khuong","Lam Dong","Vietnam","Domestic","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,41.0000,"USD",50.0000,41.0000,9.0000,"No",""
"2026-01-17","Jan 2026","826829542269","Sky Lounge","Subang Jaya","Malaysia","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,42.0000,"USD",28.1500,42.0000,-13.8500,"No",""
"2026-01-17","Jan 2026","826829542269","Sky Lounge","Subang Jaya","Malaysia","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,42.0000,"USD",36.0000,42.0000,-6.0000,"No",""
"2026-01-17","Jan 2026","827470098166","Bidvest CPT Domestic Lounge","Cape Town","South Africa","Domestic","Global Lounge","Global Lounge","ETT",4.0000,0.0000,4.0000,50.0000,43.4569,"USD",200.0000,173.8278,26.1722,"No",""
"2026-01-17","Jan 2026","828362272782","VIP Lounge No. 135","Shanghai","China","International","Global Lounge","Global Lounge","ETT",26.0000,0.0000,26.0000,50.0000,70.9783,"USD",1300.0000,1845.4348,-545.4348,"No",""
"2026-01-17","Jan 2026","828362272782","VIP Lounge No. 135","Shanghai","China","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,23.9500,70.9783,"USD",23.9500,70.9783,-47.0283,"No",""
"2026-01-17","Jan 2026","834277685599","Miracle Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","ICICI",3.0000,0.0000,3.0000,28.1500,55.0287,"USD",84.4500,165.0860,-80.6360,"No",""
"2026-01-17","Jan 2026","834277685599","Miracle Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,55.0287,"USD",36.0000,55.0287,-19.0287,"No",""
"2026-01-17","Jan 2026","834277685599","Miracle Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","SBI",1.0000,0.0000,1.0000,34.0000,55.0287,"USD",34.0000,55.0287,-21.0287,"No",""
"2026-01-17","Jan 2026","839341592989","Plaza Premium Lounge","London","United Kingdom","International","Global Lounge","Global Lounge","ICICI",2.0000,0.0000,2.0000,29.2000,54.5000,"USD",58.4000,109.0000,-50.6000,"No",""
"2026-01-17","Jan 2026","842094608857","Sala Costa Blanca","Alicante","Spain","Domestic/International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,73.1009,"USD",100.0000,146.2017,-46.2017,"No",""
"2026-01-17","Jan 2026","845669072832","Miracle Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","ETT",28.0000,0.0000,28.0000,50.0000,55.0287,"USD",1400.0000,1540.8023,-140.8023,"No",""
"2026-01-17","Jan 2026","845669072832","Miracle Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","ICICI",4.0000,1.0000,5.0000,28.1500,55.0287,"USD",140.7500,275.1433,-134.3933,"No",""
"2026-01-17","Jan 2026","845669072832","Miracle Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,55.0287,"USD",36.0000,55.0287,-19.0287,"No",""
"2026-01-17","Jan 2026","845669072832","Miracle Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","LoungePair",4.0000,0.0000,4.0000,79.0000,55.0287,"USD",316.0000,220.1146,95.8854,"No",""
"2026-01-17","Jan 2026","853725549526","Plaza Premium First","Jakarta","Indonesia","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,77.0000,"USD",28.1500,77.0000,-48.8500,"No",""
"2026-01-17","Jan 2026","855410886728","The Pearl Exclusive Lounge","Krabi","Thailand","International","Global Lounge","Global Lounge","ETT",4.0000,0.0000,4.0000,50.0000,53.4715,"USD",200.0000,213.8860,-13.8860,"No",""
"2026-01-17","Jan 2026","866609171657","Miracle Lounge International","Bangkok","Thailand","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,48.8624,"USD",36.0000,48.8624,-12.8624,"No",""
"2026-01-17","Jan 2026","868045273940","Sala VIP Plaza Mayor","Madrid","Spain","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,75.1672,"USD",50.0000,75.1672,-25.1672,"No",""
"2026-01-17","Jan 2026","868045273940","Sala VIP Plaza Mayor","Madrid","Spain","International","Global Lounge","Global Lounge","LoungePair",1.0000,0.0000,1.0000,79.0000,75.1672,"USD",79.0000,75.1672,3.8328,"No",""
"2026-01-17","Jan 2026","868221200518","SATS Premier Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","ETT",7.0000,0.0000,7.0000,50.0000,62.7979,"USD",350.0000,439.5854,-89.5854,"No",""
"2026-01-17","Jan 2026","871104738436","SH Premium Lounge Phu Quoc 1","Kien Giang","Vietnam","Domestic","Global Lounge","Global Lounge","ETT",18.0000,0.0000,18.0000,50.0000,43.0000,"USD",900.0000,774.0000,126.0000,"No",""
"2026-01-17","Jan 2026","871104738436","SH Premium Lounge Phu Quoc 1","Kien Giang","Vietnam","Domestic","Global Lounge","Global Lounge","ICICI",2.0000,0.0000,2.0000,28.1500,43.0000,"USD",56.3000,86.0000,-29.7000,"No",""
"2026-01-17","Jan 2026","873787611554","IGA Lounge","Istanbul","Turkey","International","Global Lounge","Global Lounge","ETT",223.0000,0.0000,223.0000,50.0000,74.3451,"USD",11150.0000,16578.9680,-5428.9680,"No",""
"2026-01-17","Jan 2026","873787611554","IGA Lounge","Istanbul","Turkey","International","Global Lounge","Global Lounge","ICICI",6.0000,1.0000,7.0000,29.2000,74.3451,"USD",204.4000,520.4160,-316.0160,"No",""
"2026-01-17","Jan 2026","881084737725","Hugo Junkers Lounge","Dusseldorf","Germany","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,53.0681,"USD",50.0000,53.0681,-3.0681,"No",""
"2026-01-17","Jan 2026","881084737725","Hugo Junkers Lounge","Dusseldorf","Germany","International","Global Lounge","Global Lounge","LoungePair",1.0000,0.0000,1.0000,79.0000,53.0681,"USD",79.0000,53.0681,25.9319,"No",""
"2026-01-17","Jan 2026","881830457175","080 Domestic T2 Departure","Bengaluru","India","Domestic","Domestic Lounge","Domestic Lounge","Scapia",58.0000,0.0000,58.0000,1225.0000,1160.0000,"INR",71050.0000,67280.0000,3770.0000,"No",""
"2026-01-17","Jan 2026","892969134135","Sala VIP Neptuno Lounge","Madrid","Spain","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,78.7299,"USD",50.0000,78.7299,-28.7299,"No",""
"2026-01-17","Jan 2026","893629095464","Primeclass Lounge","Zurich","Switzerland","International","Global Lounge","Global Lounge","LoungePair",2.0000,0.0000,2.0000,79.0000,69.6040,"USD",158.0000,139.2081,18.7919,"No",""
"2026-01-17","Jan 2026","910007770329","Coral Sino Lounge","Phuket","Thailand","Domestic","Global Lounge","Global Lounge","ETT",5.0000,0.0000,5.0000,50.0000,54.3248,"USD",250.0000,271.6241,-21.6241,"No",""
"2026-01-17","Jan 2026","911031763441","Sky Suite Lounge","Kuala Lumpur","Malaysia","International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,55.6487,"USD",100.0000,111.2973,-11.2973,"No",""
"2026-01-17","Jan 2026","913235534401","Plaza Premium Lounge","Helsinki","Finland","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,38.0000,54.0000,"USD",38.0000,54.0000,-16.0000,"No",""
"2026-01-17","Jan 2026","915727061538","Saphire Plaza Premium Lounge","Jakarta","Indonesia","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,49.0000,"USD",28.1500,49.0000,-20.8500,"No",""
"2026-01-17","Jan 2026","923376779294","SATS Premier Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,62.7979,"USD",100.0000,125.5958,-25.5958,"No",""
"2026-01-17","Jan 2026","923376779294","SATS Premier Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,62.7979,"USD",36.0000,62.7979,-26.7979,"No",""
"2026-01-17","Jan 2026","923376779294","SATS Premier Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","LoungePair",1.0000,0.0000,1.0000,79.0000,62.7979,"USD",79.0000,62.7979,16.2021,"No",""
"2026-01-17","Jan 2026","923376779294","SATS Premier Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","SBI",1.0000,1.0000,2.0000,34.0000,62.7979,"USD",68.0000,125.5958,-57.5958,"No",""
"2026-01-17","Jan 2026","924644739491","First Class Lounge","Sharjah","United Arab Emirates","International","Global Lounge","Global Lounge","ICICI",5.0000,0.0000,5.0000,32.3500,61.3091,"USD",161.7500,306.5453,-144.7953,"No",""
"2026-01-17","Jan 2026","924644739491","First Class Lounge","Sharjah","United Arab Emirates","International","Global Lounge","Global Lounge","IDFC Bank",4.0000,0.0000,4.0000,42.5000,61.3091,"USD",170.0000,245.2362,-75.2362,"No",""
"2026-01-17","Jan 2026","924644739491","First Class Lounge","Sharjah","United Arab Emirates","International","Global Lounge","Global Lounge","SBI",1.0000,0.0000,1.0000,44.0000,61.3091,"USD",44.0000,61.3091,-17.3091,"No",""
"2026-01-17","Jan 2026","936252597681","Al Maha Transit Lounge","Doha","Qatar","International","Global Lounge","Global Lounge","ETT",51.0000,0.0000,51.0000,50.0000,77.7336,"USD",2550.0000,3964.4129,-1414.4129,"No",""
"2026-01-17","Jan 2026","936252597681","Al Maha Transit Lounge","Doha","Qatar","International","Global Lounge","Global Lounge","ICICI",4.0000,0.0000,4.0000,32.3500,77.7336,"USD",129.4000,310.9343,-181.5343,"No",""
"2026-01-17","Jan 2026","936252597681","Al Maha Transit Lounge","Doha","Qatar","International","Global Lounge","Global Lounge","IDFC Bank",2.0000,0.0000,2.0000,42.5000,77.7336,"USD",85.0000,155.4672,-70.4672,"No",""
"2026-01-17","Jan 2026","936252597681","Al Maha Transit Lounge","Doha","Qatar","International","Global Lounge","Global Lounge","SBI",1.0000,0.0000,1.0000,44.0000,77.7336,"USD",44.0000,77.7336,-33.7336,"No",""
"2026-01-17","Jan 2026","940326826767","Mera Business Lounge International Terminal 4","Cancun","Mexico","International","Global Lounge","Global Lounge","LoungePair",1.0000,0.0000,1.0000,79.0000,57.0000,"USD",79.0000,57.0000,22.0000,"No",""
"2026-01-17","Jan 2026","947267963979","Marhaba 1","Manila","Philippines","International","Global Lounge","Global Lounge","ETT",3.0000,0.0000,3.0000,50.0000,53.8800,"USD",150.0000,161.6400,-11.6400,"No",""
"2026-01-17","Jan 2026","948055817484","Plaza Premium Lounge","Kuala Lumpur","Malaysia","International","Global Lounge","Global Lounge","IDFC Bank",2.0000,0.0000,2.0000,36.0000,53.0000,"USD",72.0000,106.0000,-34.0000,"No",""
"2026-01-17","Jan 2026","948233768480","VIP Lounge No. 39","Shanghai","China","International","Global Lounge","Global Lounge","ETT",9.0000,0.0000,9.0000,50.0000,70.9783,"USD",450.0000,638.8043,-188.8043,"No",""
"2026-01-17","Jan 2026","949809618629","Kaveri Indian Vegetarian Restaurant","Singapore","Singapore","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,45.0667,"USD",28.1500,45.0667,-16.9167,"No",""
"2026-01-17","Jan 2026","950397414576","Plaza Premium Lounge","Dubai","United Arab Emirates","International","Global Lounge","Global Lounge","ICICI",2.0000,1.0000,3.0000,32.3500,51.0000,"USD",97.0500,153.0000,-55.9500,"No",""
"2026-01-17","Jan 2026","950397414576","Plaza Premium Lounge","Dubai","United Arab Emirates","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,42.5000,51.0000,"USD",42.5000,51.0000,-8.5000,"No",""
"2026-01-17","Jan 2026","950822995733","UCB Lounge","Dhaka","Bangladesh","International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,51.0000,"USD",100.0000,102.0000,-2.0000,"No",""
"2026-01-17","Jan 2026","950822995733","UCB Lounge","Dhaka","Bangladesh","International","Global Lounge","Global Lounge","ICICI",1.0000,1.0000,2.0000,30.2500,51.0000,"USD",60.5000,102.0000,-41.5000,"No",""
"2026-01-17","Jan 2026","952668446326","Rose Business Lounge","Ho Chi Minh City","Vietnam","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,59.5000,"USD",28.1500,59.5000,-31.3500,"No",""
"2026-01-17","Jan 2026","952668446326","Rose Business Lounge","Ho Chi Minh City","Vietnam","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,59.5000,"USD",36.0000,59.5000,-23.5000,"No",""
"2026-01-17","Jan 2026","959274994130","Sala VIP T3","Malaga","Spain","International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,75.1672,"USD",100.0000,150.3344,-50.3344,"No",""
"2026-01-17","Jan 2026","962130057027","IRCTC Executive Lounge","Madurai","India","","Railways Lounge","Railways Lounge","AU",1.0000,0.0000,1.0000,475.0000,297.0000,"INR",475.0000,297.0000,178.0000,"No",""
"2026-01-17","Jan 2026","962130057027","IRCTC Executive Lounge","Madurai","India","","Railways Lounge","Railways Lounge","ICICI",4.0000,0.0000,4.0000,399.0000,297.0000,"INR",1596.0000,1188.0000,408.0000,"No",""
"2026-01-17","Jan 2026","966084854606","Palm Strip Lounge","Colombo","Sri Lanka","International","Domestic Lounge","Domestic Lounge","GrayWall",8.0000,0.0000,8.0000,2369.0000,1989.0000,"INR",18952.0000,15912.0000,3040.0000,"No",""
"2026-01-17","Jan 2026","966084854606","Palm Strip Lounge","Colombo","Sri Lanka","International","Global Lounge","Global Lounge","ETT",24.0000,0.0000,24.0000,50.0000,48.0000,"USD",1200.0000,1152.0000,48.0000,"No",""
"2026-01-17","Jan 2026","966084854606","Palm Strip Lounge","Colombo","Sri Lanka","International","Global Lounge","Global Lounge","ICICI",7.0000,4.0000,11.0000,28.1500,48.0000,"USD",309.6500,528.0000,-218.3500,"No",""
"2026-01-17","Jan 2026","966084854606","Palm Strip Lounge","Colombo","Sri Lanka","International","Global Lounge","Global Lounge","IDFC Bank",2.0000,0.0000,2.0000,36.0000,48.0000,"USD",72.0000,96.0000,-24.0000,"No",""
"2026-01-17","Jan 2026","972068434075","Pearl Lounge","Hurghada","Egypt","International","Global Lounge","Global Lounge","ETT",5.0000,0.0000,5.0000,50.0000,52.0000,"USD",250.0000,260.0000,-10.0000,"No",""
"2026-01-17","Jan 2026","982395973502","Marhaba Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","ETT",5.0000,0.0000,5.0000,50.0000,59.1000,"USD",250.0000,295.5000,-45.5000,"No",""
"2026-01-17","Jan 2026","982395973502","Marhaba Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","SBI",2.0000,0.0000,2.0000,34.0000,59.1000,"USD",68.0000,118.2000,-50.2000,"No",""
"2026-01-17","Jan 2026","984059744047","No. 36 China Eastern Lounge","Shanghai","China","International","Global Lounge","Global Lounge","LoungePair",2.0000,0.0000,2.0000,79.0000,53.0000,"USD",158.0000,106.0000,52.0000,"No",""
"2026-01-17","Jan 2026","986175225885","Executive Lounge","Chennai","India","","Railways Lounge","Railways Lounge","AU",9.0000,0.0000,9.0000,475.0000,422.0000,"INR",4275.0000,3798.0000,477.0000,"No",""
"2026-01-17","Jan 2026","986175225885","Executive Lounge","Chennai","India","","Railways Lounge","Railways Lounge","HDFC",2.0000,0.0000,2.0000,500.0000,422.0000,"INR",1000.0000,844.0000,156.0000,"No",""
"2026-01-17","Jan 2026","986175225885","Executive Lounge","Chennai","India","","Railways Lounge","Railways Lounge","ICICI",90.0000,0.0000,90.0000,399.0000,422.0000,"INR",35910.0000,37980.0000,-2070.0000,"No",""
"2026-01-17","Jan 2026","986175225885","Executive Lounge","Chennai","India","","Railways Lounge","Railways Lounge","IDFC Bank",54.0000,0.0000,54.0000,450.0000,422.0000,"INR",24300.0000,22788.0000,1512.0000,"No",""
"2026-01-17","Jan 2026","986175225885","Executive Lounge","Chennai","India","","Railways Lounge","Railways Lounge","SBI",14.0000,0.0000,14.0000,395.0000,422.0000,"INR",5530.0000,5908.0000,-378.0000,"No",""
"2026-01-17","Jan 2026","987636821610","Travel Club Lounge","Kuala Lumpur","Malaysia","International","Global Lounge","Global Lounge","ETT",13.0000,0.0000,13.0000,50.0000,60.7358,"USD",650.0000,789.5654,-139.5654,"No",""
"2026-01-17","Jan 2026","987636821610","Travel Club Lounge","Kuala Lumpur","Malaysia","International","Global Lounge","Global Lounge","ICICI",3.0000,1.0000,4.0000,28.1500,60.7358,"USD",112.6000,242.9432,-130.3432,"No",""
"2026-01-17","Jan 2026","988227324204","The Coral Executive Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","ICICI",5.0000,0.0000,5.0000,28.1500,52.9919,"USD",140.7500,264.9595,-124.2095,"No",""
"2026-01-17","Jan 2026","996725159334","Concordia Lounge","Denpasar","Indonesia","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,53.1830,"USD",28.1500,53.1830,-25.0330,"No",""
"2026-01-17","Jan 2026","996725159334","Concordia Lounge","Denpasar","Indonesia","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,53.1830,"USD",36.0000,53.1830,-17.1830,"No",""
"2026-01-18","Jan 2026","103736148239","The View Lounge","Brussels","Belgium","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,68.3411,"USD",50.0000,68.3411,-18.3411,"No",""
"2026-01-18","Jan 2026","104809728512","Primus Lounge","Indore","India","Domestic","Domestic Lounge","Domestic Lounge","Scapia",28.0000,0.0000,28.0000,800.0000,500.0000,"INR",22400.0000,14000.0000,8400.0000,"No",""
"2026-01-18","Jan 2026","114753146806","IRCTC Executive Lounge","Varanasi","India","","Railways Lounge","Railways Lounge","AU",3.0000,0.0000,3.0000,475.0000,312.0000,"INR",1425.0000,936.0000,489.0000,"No",""
"2026-01-18","Jan 2026","114753146806","IRCTC Executive Lounge","Varanasi","India","","Railways Lounge","Railways Lounge","ICICI",13.0000,0.0000,13.0000,399.0000,312.0000,"INR",5187.0000,4056.0000,1131.0000,"No",""
"2026-01-18","Jan 2026","114753146806","IRCTC Executive Lounge","Varanasi","India","","Railways Lounge","Railways Lounge","IDFC Bank",5.0000,0.0000,5.0000,350.0000,312.0000,"INR",1750.0000,1560.0000,190.0000,"No",""
"2026-01-18","Jan 2026","114753146806","IRCTC Executive Lounge","Varanasi","India","","Railways Lounge","Railways Lounge","RBL",1.0000,0.0000,1.0000,460.0000,312.0000,"INR",460.0000,312.0000,148.0000,"No",""
"2026-01-18","Jan 2026","121648735971","Templehof Lounge","Berlin","Germany","International","Global Lounge","Global Lounge","ETT",3.0000,0.0000,3.0000,50.0000,74.5948,"USD",150.0000,223.7845,-73.7845,"No",""
"2026-01-18","Jan 2026","133716631217","Plaza Premium First","Hong Kong","China","International","Global Lounge","Global Lounge","ICICI",5.0000,3.0000,8.0000,23.9500,82.0000,"USD",191.6000,656.0000,-464.4000,"No",""
"2026-01-18","Jan 2026","133716631217","Plaza Premium First","Hong Kong","China","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,82.0000,"USD",36.0000,82.0000,-46.0000,"No",""
"2026-01-18","Jan 2026","135129770754","INEJ Digital Lounge","Mumbai","India","","Railways Lounge","Railways Lounge","HDFC",1.0000,0.0000,1.0000,500.0000,440.0000,"INR",500.0000,440.0000,60.0000,"No",""
"2026-01-18","Jan 2026","135129770754","INEJ Digital Lounge","Mumbai","India","","Railways Lounge","Railways Lounge","ICICI",18.0000,0.0000,18.0000,530.0000,440.0000,"INR",9540.0000,7920.0000,1620.0000,"No",""
"2026-01-18","Jan 2026","135850742022","Marhaba Lounge","Dubai","United Arab Emirates","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,32.3500,79.8931,"USD",32.3500,79.8931,-47.5431,"No",""
"2026-01-18","Jan 2026","158245061117","SH Premium Lounge Tan Son Nhat","Ho Chi Minh City","Vietnam","Domestic","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,43.5000,"USD",50.0000,43.5000,6.5000,"No",""
"2026-01-18","Jan 2026","158556152497","Miracle First Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","ETT",14.0000,0.0000,14.0000,50.0000,55.0287,"USD",700.0000,770.4012,-70.4012,"No",""
"2026-01-18","Jan 2026","158556152497","Miracle First Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","ICICI",2.0000,0.0000,2.0000,28.1500,55.0287,"USD",56.3000,110.0573,-53.7573,"No",""
"2026-01-18","Jan 2026","158556152497","Miracle First Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","IDFC Bank",3.0000,0.0000,3.0000,36.0000,55.0287,"USD",108.0000,165.0860,-57.0860,"No",""
"2026-01-18","Jan 2026","158781983082","Miracle Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","ETT",7.0000,0.0000,7.0000,50.0000,55.0287,"USD",350.0000,385.2006,-35.2006,"No",""
"2026-01-18","Jan 2026","198875040617","VIP Lounge No. 170","Shanghai","China","International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,70.9783,"USD",100.0000,141.9565,-41.9565,"No",""
"2026-01-18","Jan 2026","203339499341","KLM Crown Lounge","Toronto","Canada","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,30.2500,51.7662,"USD",30.2500,51.7662,-21.5162,"No",""
"2026-01-18","Jan 2026","215615569054","Amedee Maingard Lounge","Mauritius","Mauritius","International","Global Lounge","Global Lounge","ETT",9.0000,0.0000,9.0000,50.0000,67.0000,"USD",450.0000,603.0000,-153.0000,"No",""
"2026-01-18","Jan 2026","215782694477","Pearl Lounge","Sharm el Sheikh","Egypt","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,57.0000,"USD",50.0000,57.0000,-7.0000,"No",""
"2026-01-18","Jan 2026","219573392925","Marhaba Lounge","Zurich","Switzerland","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,64.6950,"USD",50.0000,64.6950,-14.6950,"No",""
"2026-01-18","Jan 2026","222251877025","Extime Business Lounge","Almaty","Kazakhstan","International","Global Lounge","Global Lounge","ETT",43.0000,0.0000,43.0000,50.0000,74.0400,"USD",2150.0000,3183.7200,-1033.7200,"No",""
