Date,Month,Outlet ID,Outlet Name,City,Country,Terminal Type,Service,Product,Partner,Free PAX,Paid PAX,Total PAX,Unit Selling Price,Unit Cost,Currency,Total Revenue,Total Cost,Total Margin,Has Issue,Debug Reason
"2026-02-06","Feb 2026","577270975132","Elysian Lounge GF Domestic Departure","Pune","India","Domestic","Domestic Lounge","Domestic Lounge","SBI",1.0000,0.0000,1.0000,900.0000,693.0000,"INR",900.0000,693.0000,207.0000,"No",""
"2026-02-06","Feb 2026","580106716747","Sala VIP Canudas","Barcelona","Spain","International","Global Lounge","Global Lounge","ETT",4.0000,0.0000,4.0000,50.0000,69.1672,"USD",200.0000,276.6688,-76.6688,"No",""
"2026-02-06","Feb 2026","583307625774","Travel Club Lounge","Kuala Lumpur","Malaysia","International","Global Lounge","Global Lounge","ETT",9.0000,0.0000,9.0000,50.0000,54.7358,"USD",450.0000,492.6222,-42.6222,"No",""
"2026-02-06","Feb 2026","583307625774","Travel Club Lounge","Kuala Lumpur","Malaysia","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,54.7358,"USD",28.1500,54.7358,-26.5858,"No",""
"2026-02-06","Feb 2026","587193188703","VIP Lounge No. 9","Shanghai","China","Domestic","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,50.3188,"USD",100.0000,100.6377,-0.6377,"No",""
"2026-02-06","Feb 2026","589278381799","Kepler Club","Kuala Lumpur","Malaysia","Domestic/International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,50.9617,"USD",50.0000,50.9617,-0.9617,"No",""
"2026-02-06","Feb 2026","589278381799","Kepler Club","Kuala Lumpur","Malaysia","Domestic/International","Global Lounge","Global Lounge","SBI",1.0000,0.0000,1.0000,34.0000,50.9617,"USD",34.0000,50.9617,-16.9617,"No",""
"2026-02-06","Feb 2026","591999494593","Executive Lounge","Wroclaw","Poland","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,40.4496,"USD",50.0000,40.4496,9.5504,"No",""
"2026-02-06","Feb 2026","598351969731","Travel Club Lounge","Kuala Lumpur","Malaysia","International","Global Lounge","Global Lounge","ETT",9.0000,0.0000,9.0000,50.0000,54.7358,"USD",450.0000,492.6222,-42.6222,"No",""
"2026-02-06","Feb 2026","598351969731","Travel Club Lounge","Kuala Lumpur","Malaysia","International","Global Lounge","Global Lounge","ICICI",5.0000,0.0000,5.0000,28.1500,54.7358,"USD",140.7500,273.6790,-132.9290,"No",""
"2026-02-06","Feb 2026","598351969731","Travel Club Lounge","Kuala Lumpur","Malaysia","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,54.7358,"USD",36.0000,54.7358,-18.7358,"No",""
"2026-02-06","Feb 2026","606423774210","Miracle First And Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,49.0287,"USD",28.1500,49.0287,-20.8787,"No",""
"2026-02-06","Feb 2026","615456381689","Hayakom Lounge","Farwaniya","Kuwait","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,32.3500,46.1500,"USD",32.3500,46.1500,-13.8000,"No",""
"2026-02-06","Feb 2026","620699762871","East Pacific Passenger Lounge","Beijing","China","International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,47.0000,"USD",100.0000,94.0000,6.0000,"No",""
"2026-02-06","Feb 2026","634638599884","Aspire Lounge No.41","Amsterdam","Netherlands","International","Global Lounge","Global Lounge","ETT",5.0000,0.0000,5.0000,50.0000,62.2209,"USD",250.0000,311.1045,-61.1045,"No",""
"2026-02-06","Feb 2026","634638599884","Aspire Lounge No.41","Amsterdam","Netherlands","International","Global Lounge","Global Lounge","ICICI",1.0000,2.0000,3.0000,29.2000,62.2209,"USD",87.6000,186.6627,-99.0627,"No",""
"2026-02-06","Feb 2026","634638599884","Aspire Lounge No.41","Amsterdam","Netherlands","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,38.0000,62.2209,"USD",38.0000,62.2209,-24.2209,"No",""
"2026-02-06","Feb 2026","634638599884","Aspire Lounge No.41","Amsterdam","Netherlands","International","Global Lounge","Global Lounge","SBI",2.0000,0.0000,2.0000,34.0000,62.2209,"USD",68.0000,124.4418,-56.4418,"No",""
"2026-02-06","Feb 2026","643087599415","Coral Finest Business Class Lounge Cocoon","Bangkok","Thailand","International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,52.1429,"USD",100.0000,104.2859,-4.2859,"No",""
"2026-02-06","Feb 2026","646029000128","Aspire Crystal Lounge","Geneva","Switzerland","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,70.6594,"USD",50.0000,70.6594,-20.6594,"No",""
"2026-02-06","Feb 2026","648161205493","Take Off Bar","Varanasi","India","Domestic","Domestic Lounge","Domestic Lounge","Scapia",10.0000,0.0000,10.0000,800.0000,425.0000,"INR",8000.0000,4250.0000,3750.0000,"No",""
"2026-02-06","Feb 2026","651074785431","VIP Lounge No. V01","Shanghai","China","Domestic","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,50.3188,"USD",100.0000,100.6377,-0.6377,"No",""
"2026-02-06","Feb 2026","655618467727","Kepler Club","Istanbul","Turkey","International","Global Lounge","Global Lounge","ETT",3.0000,0.0000,3.0000,50.0000,45.0000,"USD",150.0000,135.0000,15.0000,"No",""
"2026-02-06","Feb 2026","656523176250","Plaza Premium Lounge","Hong Kong","China","International","Global Lounge","Global Lounge","ICICI",3.0000,0.0000,3.0000,23.9500,48.0000,"USD",71.8500,144.0000,-72.1500,"No",""
"2026-02-06","Feb 2026","656523176250","Plaza Premium Lounge","Hong Kong","China","International","Global Lounge","Global Lounge","SBI",2.0000,0.0000,2.0000,34.0000,48.0000,"USD",68.0000,96.0000,-28.0000,"No",""
"2026-02-06","Feb 2026","657405228551","IGA Pop Up Lounge","Istanbul","Turkey","International","Global Lounge","Global Lounge","ETT",3.0000,0.0000,3.0000,50.0000,63.3986,"USD",150.0000,190.1959,-40.1959,"No",""
"2026-02-06","Feb 2026","657780726515","Miracle First Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","ETT",6.0000,0.0000,6.0000,50.0000,49.0287,"USD",300.0000,294.1719,5.8281,"No",""
"2026-02-06","Feb 2026","657780726515","Miracle First Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","LoungePair",2.0000,0.0000,2.0000,79.0000,49.0287,"USD",158.0000,98.0573,59.9427,"No",""
"2026-02-06","Feb 2026","665068653440","Plaza Premium First","Hong Kong","China","International","Global Lounge","Global Lounge","ICICI",2.0000,0.0000,2.0000,23.9500,76.0000,"USD",47.9000,152.0000,-104.1000,"No",""
"2026-02-06","Feb 2026","666964985840","Marhaba 3","Manila","Philippines","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,47.8800,"USD",50.0000,47.8800,2.1200,"No",""
"2026-02-06","Feb 2026","676393357168","Ahlan First Class Lounge Concourse D","Dubai","United Arab Emirates","International","Global Lounge","Global Lounge","ICICI",4.0000,0.0000,4.0000,32.3500,61.5276,"USD",129.4000,246.1103,-116.7103,"No",""
"2026-02-06","Feb 2026","676393357168","Ahlan First Class Lounge Concourse D","Dubai","United Arab Emirates","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,42.5000,61.5276,"USD",42.5000,61.5276,-19.0276,"No",""
"2026-02-06","Feb 2026","679081914664","Primus Lounge Domestic Departure","Chandigarh","India","Domestic","Domestic Lounge","Domestic Lounge","Scapia",9.0000,0.0000,9.0000,800.0000,500.0000,"INR",7200.0000,4500.0000,2700.0000,"No",""
"2026-02-06","Feb 2026","688451582425","Primeclass Lounge","Batumi","Georgia","International","Global Lounge","Global Lounge","ETT",3.0000,0.0000,3.0000,50.0000,62.1500,"USD",150.0000,186.4500,-36.4500,"No",""
"2026-02-06","Feb 2026","692782356130","Sala VIP Pau Casals","Barcelona","Spain","International","Global Lounge","Global Lounge","ETT",3.0000,0.0000,3.0000,50.0000,69.1672,"USD",150.0000,207.5016,-57.5016,"No",""
"2026-02-06","Feb 2026","692782356130","Sala VIP Pau Casals","Barcelona","Spain","International","Global Lounge","Global Lounge","SBI",1.0000,0.0000,1.0000,34.0000,69.1672,"USD",34.0000,69.1672,-35.1672,"No",""
"2026-02-06","Feb 2026","701575592007","Bird Lounge","Bhubaneswar","India","Domestic","Domestic Lounge","Domestic Lounge","Scapia",9.0000,0.0000,9.0000,800.0000,515.0000,"INR",7200.0000,4635.0000,2565.0000,"No",""
"2026-02-06","Feb 2026","702507536777","Ahlein Premium Lounge","Cairo","Egypt","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,30.2500,51.0048,"USD",30.2500,51.0048,-20.7548,"No",""
"2026-02-06","Feb 2026","702507536777","Ahlein Premium Lounge","Cairo","Egypt","International","Global Lounge","Global Lounge","Vodafone",1.0000,0.0000,1.0000,45.0000,51.0048,"USD",45.0000,51.0048,-6.0048,"No",""
"2026-02-06","Feb 2026","703559479636","Plaza Premium Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","ICICI",2.0000,1.0000,3.0000,28.1500,44.0000,"USD",84.4500,132.0000,-47.5500,"No",""
"2026-02-06","Feb 2026","703632412120","Plaza Premium Lounge","Riyadh","Saudi Arabia","International","Global Lounge","Global Lounge","ICICI",1.0000,1.0000,2.0000,32.3500,48.0000,"USD",64.7000,96.0000,-31.3000,"No",""
"2026-02-06","Feb 2026","708213312848","Skyserv Melina Merkouri Lounge Hall B","Athens","Greece","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,79.8870,"USD",50.0000,79.8870,-29.8870,"No",""
"2026-02-06","Feb 2026","709866351217","The Coral Executive Lounge","Bangkok","Thailand","Domestic","Global Lounge","Global Lounge","ICICI",2.0000,0.0000,2.0000,28.1500,48.3248,"USD",56.3000,96.6496,-40.3496,"No",""
"2026-02-06","Feb 2026","712899092040","XIYUE No 25 VIP Lounge","Hangzhou","China","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,23.9500,66.0000,"USD",23.9500,66.0000,-42.0500,"No",""
"2026-02-06","Feb 2026","717371822392","IRCTC Executive Lounge","Jaipur","India","","Railways Lounge","Railways Lounge","AU",12.0000,0.0000,12.0000,475.0000,321.0000,"INR",5700.0000,3852.0000,1848.0000,"No",""
"2026-02-06","Feb 2026","717371822392","IRCTC Executive Lounge","Jaipur","India","","Railways Lounge","Railways Lounge","ICICI",38.0000,0.0000,38.0000,399.0000,321.0000,"INR",15162.0000,12198.0000,2964.0000,"No",""
"2026-02-06","Feb 2026","717371822392","IRCTC Executive Lounge","Jaipur","India","","Railways Lounge","Railways Lounge","IDFC Bank",16.0000,0.0000,16.0000,375.0000,321.0000,"INR",6000.0000,5136.0000,864.0000,"No",""
"2026-02-06","Feb 2026","717371822392","IRCTC Executive Lounge","Jaipur","India","","Railways Lounge","Railways Lounge","RBL",2.0000,0.0000,2.0000,460.0000,321.0000,"INR",920.0000,642.0000,278.0000,"No",""
"2026-02-06","Feb 2026","717371822392","IRCTC Executive Lounge","Jaipur","India","","Railways Lounge","Railways Lounge","SBI",6.0000,0.0000,6.0000,395.0000,321.0000,"INR",2370.0000,1926.0000,444.0000,"No",""
"2026-02-06","Feb 2026","717601274705","Elysian Lounge FF Domestic Departure","Pune","India","Domestic","Domestic Lounge","Domestic Lounge","Scapia",45.0000,0.0000,45.0000,800.0000,693.0000,"INR",36000.0000,31185.0000,4815.0000,"No",""
"2026-02-06","Feb 2026","720845168134","Primeclass Lounge","Muscat","Oman","International","Global Lounge","Global Lounge","ICICI",7.0000,0.0000,7.0000,32.3500,67.4253,"USD",226.4500,471.9773,-245.5273,"No",""
"2026-02-06","Feb 2026","720845168134","Primeclass Lounge","Muscat","Oman","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,42.5000,67.4253,"USD",42.5000,67.4253,-24.9253,"No",""
"2026-02-06","Feb 2026","720965573161","Skycourt Lounge","Budapest","Hungary","International","Global Lounge","Global Lounge","ETT",4.0000,0.0000,4.0000,50.0000,62.8804,"USD",200.0000,251.5217,-51.5217,"No",""
"2026-02-06","Feb 2026","722370313460","Ambassador Transit Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","ICICI",4.0000,0.0000,4.0000,28.1500,48.4928,"USD",112.6000,193.9712,-81.3712,"No",""
"2026-02-06","Feb 2026","722370313460","Ambassador Transit Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","SBI",1.0000,0.0000,1.0000,34.0000,48.4928,"USD",34.0000,48.4928,-14.4928,"No",""
"2026-02-06","Feb 2026","723776662804","IRCTC Executive Lounge","Kolkata","India","","Railways Lounge","Railways Lounge","AU",2.0000,0.0000,2.0000,475.0000,297.0000,"INR",950.0000,594.0000,356.0000,"No",""
"2026-02-06","Feb 2026","723776662804","IRCTC Executive Lounge","Kolkata","India","","Railways Lounge","Railways Lounge","HDFC",3.0000,0.0000,3.0000,500.0000,297.0000,"INR",1500.0000,891.0000,609.0000,"No",""
"2026-02-06","Feb 2026","723776662804","IRCTC Executive Lounge","Kolkata","India","","Railways Lounge","Railways Lounge","ICICI",18.0000,0.0000,18.0000,399.0000,297.0000,"INR",7182.0000,5346.0000,1836.0000,"No",""
"2026-02-06","Feb 2026","723776662804","IRCTC Executive Lounge","Kolkata","India","","Railways Lounge","Railways Lounge","IDFC Bank",15.0000,0.0000,15.0000,350.0000,297.0000,"INR",5250.0000,4455.0000,795.0000,"No",""
"2026-02-06","Feb 2026","723776662804","IRCTC Executive Lounge","Kolkata","India","","Railways Lounge","Railways Lounge","RBL",2.0000,0.0000,2.0000,460.0000,297.0000,"INR",920.0000,594.0000,326.0000,"No",""
"2026-02-06","Feb 2026","723776662804","IRCTC Executive Lounge","Kolkata","India","","Railways Lounge","Railways Lounge","SBI",2.0000,0.0000,2.0000,395.0000,297.0000,"INR",790.0000,594.0000,196.0000,"No",""
"2026-02-06","Feb 2026","724931219641","Sala VIP Lounge","Bilbao","Spain","Domestic/International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,67.1009,"USD",100.0000,134.2017,-34.2017,"No",""
"2026-02-06","Feb 2026","728499294322","Coral Finest Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","ETT",11.0000,0.0000,11.0000,50.0000,52.1429,"USD",550.0000,573.5725,-23.5725,"No",""
"2026-02-06","Feb 2026","731771846381","Primus Lounge","Agartala","India","Domestic","Domestic Lounge","Domestic Lounge","Scapia",1.0000,0.0000,1.0000,800.0000,500.0000,"INR",800.0000,500.0000,300.0000,"No",""
"2026-02-06","Feb 2026","732866954881","The Coral Executive Lounge","Phuket","Thailand","International","Global Lounge","Global Lounge","ETT",71.0000,0.0000,71.0000,50.0000,43.3264,"USD",3550.0000,3076.1730,473.8270,"No",""
"2026-02-06","Feb 2026","732866954881","The Coral Executive Lounge","Phuket","Thailand","International","Global Lounge","Global Lounge","ICICI",3.0000,1.0000,4.0000,28.1500,43.3264,"USD",112.6000,173.3055,-60.7055,"No",""
"2026-02-06","Feb 2026","732866954881","The Coral Executive Lounge","Phuket","Thailand","International","Global Lounge","Global Lounge","IDFC Bank",3.0000,0.0000,3.0000,36.0000,43.3264,"USD",108.0000,129.9791,-21.9791,"No",""
"2026-02-06","Feb 2026","732866954881","The Coral Executive Lounge","Phuket","Thailand","International","Global Lounge","Global Lounge","SBI",1.0000,0.0000,1.0000,34.0000,43.3264,"USD",34.0000,43.3264,-9.3264,"No",""
"2026-02-06","Feb 2026","733377619352","Luxx Lounge","Frankfurt","Germany","Domestic/International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,48.3295,"USD",50.0000,48.3295,1.6705,"No",""
"2026-02-06","Feb 2026","741436903525","VIP Lounge No. 69","Shanghai","China","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,64.9783,"USD",36.0000,64.9783,-28.9783,"No",""
"2026-02-06","Feb 2026","743036377329","VIP Club","Florence","Italy","Domestic/International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,55.4842,"USD",100.0000,110.9685,-10.9685,"No",""
"2026-02-06","Feb 2026","751908216113","Skyview Lounge","Basel","Switzerland","International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,65.1519,"USD",100.0000,130.3038,-30.3038,"No",""
"2026-02-06","Feb 2026","756856187985","Juneyao Air No 72 VIP Lounge","Shanghai","China","International","Global Lounge","Global Lounge","ETT",5.0000,0.0000,5.0000,50.0000,47.0000,"USD",250.0000,235.0000,15.0000,"No",""
"2026-02-06","Feb 2026","762211912212","SH Premium Lounge Ha Noi","Hanoi","Vietnam","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,49.0000,"USD",28.1500,49.0000,-20.8500,"No",""
"2026-02-06","Feb 2026","774694890470","SATS Premier Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,56.7979,"USD",100.0000,113.5958,-13.5958,"No",""
"2026-02-06","Feb 2026","774694890470","SATS Premier Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,56.7979,"USD",28.1500,56.7979,-28.6479,"No",""
"2026-02-06","Feb 2026","774694890470","SATS Premier Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,56.7979,"USD",36.0000,56.7979,-20.7979,"No",""
"2026-02-06","Feb 2026","788520092671","The Lounge","Ras Al Khaimah","United Arab Emirates","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,32.3500,45.3022,"USD",32.3500,45.3022,-12.9522,"No",""
"2026-02-06","Feb 2026","788798990821","Sala Puerta De Alcala Lounge","Madrid","Spain","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,69.1672,"USD",50.0000,69.1672,-19.1672,"No",""
"2026-02-06","Feb 2026","788798990821","Sala Puerta De Alcala Lounge","Madrid","Spain","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,38.0000,69.1672,"USD",38.0000,69.1672,-31.1672,"No",""
"2026-02-06","Feb 2026","788798990821","Sala Puerta De Alcala Lounge","Madrid","Spain","International","Global Lounge","Global Lounge","SBI",1.0000,0.0000,1.0000,34.0000,69.1672,"USD",34.0000,69.1672,-35.1672,"No",""
"2026-02-06","Feb 2026","792397981494","Plaza Premium First","Phnom Penh","Cambodia","International","Global Lounge","Global Lounge","SBI",1.0000,0.0000,1.0000,34.0000,76.0000,"USD",34.0000,76.0000,-42.0000,"No",""
"2026-02-06","Feb 2026","794484919529","Sala VIP Miro","Barcelona","Spain","International","Global Lounge","Global Lounge","ETT",4.0000,0.0000,4.0000,50.0000,72.7299,"USD",200.0000,290.9195,-90.9195,"No",""
"2026-02-06","Feb 2026","806115848214","Al Mubarakiya Lounge","Farwaniya","Kuwait","International","Global Lounge","Global Lounge","ICICI",2.0000,0.0000,2.0000,32.3500,53.4076,"USD",64.7000,106.8151,-42.1151,"No",""
"2026-02-06","Feb 2026","806115848214","Al Mubarakiya Lounge","Farwaniya","Kuwait","International","Global Lounge","Global Lounge","IDFC Bank",2.0000,0.0000,2.0000,42.5000,53.4076,"USD",85.0000,106.8151,-21.8151,"No",""
"2026-02-06","Feb 2026","810591458065","Plaza Premium Lounge","Addis Ababa","Ethiopia","International","Global Lounge","Global Lounge","ETT",11.0000,0.0000,11.0000,50.0000,46.0000,"USD",550.0000,506.0000,44.0000,"No",""
"2026-02-06","Feb 2026","810591458065","Plaza Premium Lounge","Addis Ababa","Ethiopia","International","Global Lounge","Global Lounge","SBI",2.0000,0.0000,2.0000,34.0000,46.0000,"USD",68.0000,92.0000,-24.0000,"No",""
"2026-02-06","Feb 2026","814228801121","The Sens Leisure Lounge","Kien Giang","Vietnam","International","Global Lounge","Global Lounge","ETT",19.0000,0.0000,19.0000,50.0000,44.7600,"USD",950.0000,850.4400,99.5600,"No",""
"2026-02-06","Feb 2026","814228801121","The Sens Leisure Lounge","Kien Giang","Vietnam","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,44.7600,"USD",36.0000,44.7600,-8.7600,"No",""
"2026-02-06","Feb 2026","815675901907","Aspire Lounge Gate 13","Helsinki","Finland","International","Global Lounge","Global Lounge","ETT",2.0000,0.0000,2.0000,50.0000,54.8478,"USD",100.0000,109.6956,-9.6956,"No",""
"2026-02-06","Feb 2026","817867641145","Premium Lounge","Vadodara","India","Domestic","Domestic Lounge","Domestic Lounge","Scapia",8.0000,0.0000,8.0000,800.0000,500.0000,"INR",6400.0000,4000.0000,2400.0000,"No",""
"2026-02-06","Feb 2026","827470098166","Bidvest CPT Domestic Lounge","Cape Town","South Africa","Domestic","Global Lounge","Global Lounge","ETT",3.0000,0.0000,3.0000,50.0000,37.4569,"USD",150.0000,112.3708,37.6292,"No",""
"2026-02-06","Feb 2026","827718450788","Skyserv Aristotle Onassis Lounge","Athens","Greece","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,29.2000,79.8870,"USD",29.2000,79.8870,-50.6870,"No",""
"2026-02-06","Feb 2026","828362272782","VIP Lounge No. 135","Shanghai","China","International","Global Lounge","Global Lounge","ETT",6.0000,0.0000,6.0000,50.0000,64.9783,"USD",300.0000,389.8696,-89.8696,"No",""
"2026-02-06","Feb 2026","834277685599","Miracle Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,49.0287,"USD",28.1500,49.0287,-20.8787,"No",""
"2026-02-06","Feb 2026","834277685599","Miracle Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,49.0287,"USD",36.0000,49.0287,-13.0287,"No",""
"2026-02-06","Feb 2026","839341592989","Plaza Premium Lounge","London","United Kingdom","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,29.2000,48.5000,"USD",29.2000,48.5000,-19.3000,"No",""
"2026-02-06","Feb 2026","842094608857","Sala Costa Blanca","Alicante","Spain","Domestic/International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,67.1009,"USD",50.0000,67.1009,-17.1009,"No",""
"2026-02-06","Feb 2026","845669072832","Miracle Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","ETT",15.0000,0.0000,15.0000,50.0000,49.0287,"USD",750.0000,735.4298,14.5702,"No",""
"2026-02-06","Feb 2026","845669072832","Miracle Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,49.0287,"USD",28.1500,49.0287,-20.8787,"No",""
"2026-02-06","Feb 2026","845669072832","Miracle Business Class Lounge","Bangkok","Thailand","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,49.0287,"USD",36.0000,49.0287,-13.0287,"No",""
"2026-02-06","Feb 2026","848824593569","SH Premium Lounge Ha Noi","Hanoi","Vietnam","Domestic","Global Lounge","Global Lounge","ETT",3.0000,0.0000,3.0000,50.0000,37.0000,"USD",150.0000,111.0000,39.0000,"No",""
"2026-02-06","Feb 2026","865786961056","Kuwait Airways Dasman Lounge","Farwaniya","Kuwait","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,32.3500,53.4076,"USD",32.3500,53.4076,-21.0576,"No",""
"2026-02-06","Feb 2026","866609171657","Miracle Lounge International","Bangkok","Thailand","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,42.8624,"USD",28.1500,42.8624,-14.7124,"No",""
"2026-02-06","Feb 2026","866609171657","Miracle Lounge International","Bangkok","Thailand","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,42.8624,"USD",36.0000,42.8624,-6.8624,"No",""
"2026-02-06","Feb 2026","868045273940","Sala VIP Plaza Mayor","Madrid","Spain","International","Global Lounge","Global Lounge","LoungePair",3.0000,0.0000,3.0000,79.0000,69.1672,"USD",237.0000,207.5016,29.4984,"No",""
"2026-02-06","Feb 2026","868221200518","SATS Premier Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,56.7979,"USD",28.1500,56.7979,-28.6479,"No",""
"2026-02-06","Feb 2026","871104738436","SH Premium Lounge Phu Quoc 1","Kien Giang","Vietnam","Domestic","Global Lounge","Global Lounge","ETT",6.0000,0.0000,6.0000,50.0000,37.0000,"USD",300.0000,222.0000,78.0000,"No",""
"2026-02-06","Feb 2026","873787611554","IGA Lounge","Istanbul","Turkey","International","Global Lounge","Global Lounge","ETT",141.0000,0.0000,141.0000,50.0000,68.3451,"USD",7050.0000,9636.6659,-2586.6659,"No",""
"2026-02-06","Feb 2026","873787611554","IGA Lounge","Istanbul","Turkey","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,29.2000,68.3451,"USD",29.2000,68.3451,-39.1451,"No",""
"2026-02-06","Feb 2026","881830457175","080 Domestic T2 Departure","Bengaluru","India","Domestic","Domestic Lounge","Domestic Lounge","Scapia",92.0000,0.0000,92.0000,1225.0000,1160.0000,"INR",112700.0000,106720.0000,5980.0000,"No",""
"2026-02-06","Feb 2026","881830457175","080 Domestic T2 Departure","Bengaluru","India","Domestic","Domestic Lounge","Domestic Lounge","Vodafone",2.0000,0.0000,2.0000,1170.0000,1160.0000,"INR",2340.0000,2320.0000,20.0000,"No",""
"2026-02-06","Feb 2026","892969134135","Sala VIP Neptuno Lounge","Madrid","Spain","International","Global Lounge","Global Lounge","LoungePair",2.0000,0.0000,2.0000,79.0000,72.7299,"USD",158.0000,145.4597,12.5403,"No",""
"2026-02-06","Feb 2026","911031763441","Sky Suite Lounge","Kuala Lumpur","Malaysia","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,49.6487,"USD",36.0000,49.6487,-13.6487,"No",""
"2026-02-06","Feb 2026","915727061538","Saphire Plaza Premium Lounge","Jakarta","Indonesia","International","Global Lounge","Global Lounge","ICICI",1.0000,0.0000,1.0000,28.1500,43.0000,"USD",28.1500,43.0000,-14.8500,"No",""
"2026-02-06","Feb 2026","915727061538","Saphire Plaza Premium Lounge","Jakarta","Indonesia","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,43.0000,"USD",36.0000,43.0000,-7.0000,"No",""
"2026-02-06","Feb 2026","923376779294","SATS Premier Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","ETT",1.0000,0.0000,1.0000,50.0000,56.7979,"USD",50.0000,56.7979,-6.7979,"No",""
"2026-02-06","Feb 2026","923376779294","SATS Premier Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","ICICI",4.0000,0.0000,4.0000,28.1500,56.7979,"USD",112.6000,227.1917,-114.5917,"No",""
"2026-02-06","Feb 2026","923376779294","SATS Premier Lounge","Singapore","Singapore","International","Global Lounge","Global Lounge","IDFC Bank",1.0000,0.0000,1.0000,36.0000,56.7979,"USD",36.0000,56.7979,-20.7979,"No",""
"2026-02-06","Feb 2026","924644739491","First Class Lounge","Sharjah","United Arab Emirates","International","Global Lounge","Global Lounge","ICICI",4.0000,0.0000,4.0000,32.3500,55.3091,"USD",129.4000,221.2362,-91.8362,"No",""
